"Time (EpSec)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
299080.513,7364.430277,0.006545,82.921,270.446,283.989,162.918,162.696
299158.992,7364.393139,0.006599,82.921,270.445,285.496,165.846,165.660
299237.457,7364.560543,0.006617,82.921,270.444,287.061,168.715,168.566
299315.912,7364.928817,0.006598,82.921,270.442,288.637,171.571,171.460
299394.341,7365.489911,0.006543,82.921,270.441,290.175,174.463,174.391
299472.789,7366.231409,0.006453,82.922,270.440,291.629,177.441,177.408
299551.223,7367.135217,0.006332,82.922,270.439,292.947,180.553,180.560
299629.638,7368.178941,0.006185,82.923,270.438,294.081,183.850,183.897
299708.035,7369.336952,0.006017,82.923,270.437,294.981,187.379,187.468
299786.410,7370.581417,0.005834,82.924,270.436,295.601,191.188,191.318
299864.769,7371.883701,0.005645,82.924,270.435,295.901,195.317,195.489
299943.133,7373.215282,0.005456,82.925,270.435,295.847,199.802,200.014
300021.524,7374.547440,0.005276,82.926,270.434,295.422,204.662,204.915
300099.950,7375.850301,0.005114,82.926,270.433,294.627,209.895,210.188
300178.420,7377.092822,0.004977,82.927,270.433,293.496,215.468,215.800
300256.954,7378.243768,0.004872,82.928,270.433,292.103,221.310,221.680
300335.341,7379.270484,0.004805,82.928,270.432,290.559,227.297,227.703
300413.569,7380.147548,0.004777,82.929,270.432,288.998,233.294,233.734
300491.667,7380.854755,0.004785,82.929,270.432,287.556,239.168,239.640
300569.660,7381.375827,0.004826,82.929,270.432,286.353,244.801,245.302
300647.554,7381.697603,0.004892,82.929,270.432,285.480,250.101,250.628
300725.341,7381.810870,0.004977,82.929,270.432,284.995,255.009,255.561
300772.672,7381.775919,0.005034,82.929,270.432,284.900,257.797,258.362
300823.726,7381.650214,0.005097,82.929,270.432,284.968,260.636,261.213
300901.323,7381.287486,0.005191,82.929,270.432,285.394,264.630,265.223
300978.879,7380.726016,0.005276,82.929,270.432,286.179,268.267,268.871
301056.383,7379.978935,0.005347,82.929,270.432,287.277,271.591,272.203
301133.842,7379.063373,0.005397,82.928,270.432,288.637,274.654,275.270
301211.276,7378.000397,0.005423,82.928,270.432,290.203,277.512,278.128
301288.696,7376.814591,0.005422,82.927,270.431,291.920,280.223,280.834
301366.103,7375.533395,0.005392,82.927,270.431,293.730,282.843,283.444
301443.485,7374.186982,0.005333,82.926,270.430,295.574,285.430,286.018
301520.915,7372.806267,0.005243,82.925,270.430,297.392,288.050,288.620
301598.392,7371.424801,0.005125,82.925,270.429,299.117,290.768,291.317
301675.925,7370.076018,0.004982,82.924,270.428,300.678,293.656,294.178
301753.523,7368.792544,0.004816,82.924,270.427,301.999,296.791,297.283
301831.211,7367.605904,0.004634,82.923,270.426,302.996,300.258,300.715
301908.820,7366.549306,0.004440,82.922,270.425,303.576,304.139,304.559
301986.343,7365.650585,0.004244,82.922,270.424,303.650,308.524,308.904
302063.802,7364.932337,0.004055,82.922,270.423,303.137,313.494,313.830
302141.189,7364.411038,0.003883,82.921,270.421,301.988,319.098,319.388
302218.490,7364.097274,0.003738,82.921,270.420,300.199,325.339,325.582
302295.719,7363.997223,0.003631,82.921,270.419,297.832,332.155,332.349
302350.886,7364.058073,0.003582,82.921,270.418,295.863,337.302,337.460
302408.423,7364.238331,0.003558,82.921,270.417,293.657,342.824,342.944
302485.569,7364.662240,0.003572,82.922,270.416,290.642,350.286,350.355
302562.672,7365.283946,0.003638,82.922,270.414,287.801,357.571,357.589
302639.742,7366.088063,0.003750,82.922,270.413,285.357,4.459,4.425
302716.804,7367.056239,0.003898,82.923,270.412,283.453,10.805,10.721
302793.871,7368.166321,0.004075,82.923,270.411,282.154,16.546,16.413
302870.943,7369.391709,0.004267,82.924,270.410,281.455,21.688,21.508
302948.020,7370.702181,0.004465,82.924,270.409,281.303,26.282,26.056
303025.110,7372.065728,0.004661,82.925,270.408,281.622,30.405,30.136
303102.241,7373.450397,0.004844,82.926,270.408,282.326,34.144,33.834
303179.454,7374.824599,0.005011,82.926,270.407,283.331,37.585,37.236
303256.761,7376.155728,0.005153,82.927,270.407,284.558,40.808,40.423
303334.156,7377.410452,0.005269,82.927,270.406,285.930,43.889,43.472
303411.553,7378.555678,0.005354,82.928,270.406,287.372,46.898,46.451
303488.849,7379.562135,0.005406,82.928,270.406,288.813,49.900,49.428
303566.086,7380.407120,0.005427,82.929,270.406,290.188,52.962,52.467
303643.292,7381.071827,0.005417,82.929,270.406,291.436,56.147,55.632
303720.476,7381.542000,0.005379,82.929,270.406,292.497,59.515,58.984
303797.657,7381.808654,0.005317,82.930,270.406,293.312,63.124,62.582
303863.446,7381.871682,0.005248,82.930,270.406,293.773,66.433,65.883
303930.005,7381.780673,0.005169,82.930,270.406,293.984,70.032,69.476
303999.160,7381.522879,0.005081,82.930,270.406,293.903,74.070,73.511
304076.420,7381.044622,0.004983,82.929,270.406,293.423,78.968,78.408
304153.740,7380.377302,0.004894,82.929,270.405,292.525,84.283,83.726
304231.128,7379.537381,0.004824,82.929,270.405,291.232,89.994,89.442
304308.571,7378.545161,0.004780,82.928,270.405,289.605,96.039,95.494
304386.094,7377.424499,0.004771,82.928,270.405,287.745,102.317,101.783
304463.738,7376.202479,0.004800,82.927,270.405,285.785,108.700,108.178
304541.501,7374.908297,0.004869,82.927,270.404,283.871,115.039,114.533
304619.349,7373.571771,0.004976,82.926,270.404,282.141,121.196,120.707
304697.293,7372.222849,0.005117,82.925,270.403,280.706,127.059,126.590
304775.390,7370.892813,0.005285,82.925,270.402,279.644,132.555,132.108
304853.670,7369.614648,0.005471,82.924,270.401,278.996,137.645,137.221
304932.123,7368.420535,0.005665,82.924,270.400,278.765,142.324,141.926
305010.723,7367.339398,0.005859,82.923,270.399,278.930,146.613,146.242
305089.278,7366.398237,0.006043,82.923,270.398,279.448,150.544,150.202
305167.796,7365.617608,0.006211,82.922,270.397,280.271,154.165,153.854
305246.296,7365.014939,0.006355,82.922,270.396,281.347,157.531,157.252
305324.790,7364.604286,0.006470,82.922,270.395,282.623,160.695,160.448
305403.281,7364.395464,0.006553,82.922,270.394,284.047,163.707,163.495
305481.765,7364.393373,0.006600,82.922,270.392,285.571,166.619,166.444
305559.725,7364.595936,0.006610,82.922,270.391,287.133,169.462,169.323
305638.188,7365.001038,0.006584,82.922,270.390,288.707,172.321,172.220
305716.649,7365.598410,0.006521,82.922,270.389,290.234,175.226,175.164
305795.091,7366.373133,0.006424,82.923,270.387,291.665,178.227,178.204
305873.512,7367.305684,0.006298,82.923,270.386,292.950,181.372,181.389
305951.914,7368.373061,0.006145,82.924,270.385,294.041,184.710,184.768
306030.301,7369.549865,0.005973,82.924,270.384,294.889,188.291,188.390
306108.677,7370.808941,0.005788,82.925,270.383,295.449,192.160,192.300
306187.047,7372.121837,0.005598,82.925,270.383,295.681,196.359,196.541
306265.422,7373.459239,0.005410,82.926,270.382,295.551,200.921,201.143
306343.811,7374.791042,0.005232,82.927,270.381,295.046,205.861,206.123
306422.228,7376.086678,0.005074,82.927,270.381,294.174,211.170,211.472
306500.697,7377.315584,0.004943,82.928,270.381,292.979,216.809,217.150
306579.223,7378.447413,0.004846,82.929,270.380,291.539,222.698,223.076
306657.584,7379.450669,0.004786,82.929,270.380,289.973,228.706,229.119
306735.795,7380.300838,0.004765,82.929,270.380,288.416,234.699,235.146
306813.872,7380.977418,0.004780,82.930,270.380,287.004,240.543,241.020
306891.832,7381.464288,0.004826,82.930,270.380,285.854,246.121,246.628
306969.687,7381.749961,0.004897,82.930,270.380,285.050,251.351,251.883
307047.450,7381.828055,0.004984,82.930,270.380,284.639,256.185,256.740
307120.855,7381.709778,0.005074,82.930,270.380,284.623,260.378,260.952
307198.488,7381.383605,0.005169,82.930,270.380,284.991,264.433,265.023
307276.056,7380.856372,0.005256,82.930,270.380,285.724,268.122,268.724
307353.550,7380.138020,0.005330,82.930,270.380,286.782,271.485,272.096
307430.990,7379.243888,0.005384,82.929,270.379,288.116,274.573,275.188
307508.408,7378.194894,0.005415,82.929,270.379,289.670,277.443,278.058
307585.818,7377.016498,0.005418,82.928,270.379,291.385,280.154,280.765
307663.221,7375.737138,0.005392,82.928,270.379,293.202,282.766,283.368
307740.623,7374.387237,0.005336,82.927,270.378,295.061,285.339,285.928
307818.046,7372.998762,0.005249,82.926,270.378,296.901,287.937,288.508
307895.496,7371.605513,0.005135,82.926,270.377,298.655,290.624,291.174
307973.006,7370.241687,0.004993,82.925,270.376,300.251,293.476,294.000
308050.617,7368.940942,0.004829,82.924,270.375,301.612,296.571,297.065
308128.328,7367.735702,0.004648,82.924,270.374,302.654,299.993,300.454
308205.970,7366.657991,0.004455,82.923,270.373,303.288,303.823,304.246
308283.500,7365.734936,0.004258,82.923,270.372,303.424,308.146,308.529
308360.945,7364.989735,0.004067,82.923,270.371,302.981,313.045,313.385
308438.335,7364.440550,0.003892,82.922,270.369,301.901,318.580,318.875
308515.664,7364.099039,0.003743,82.922,270.368,300.173,324.761,325.008
308592.913,7363.970933,0.003631,82.922,270.367,297.856,331.528,331.726
308670.099,7364.057871,0.003564,82.922,270.365,295.085,338.746,338.894
308740.786,7364.324535,0.003547,82.922,270.364,292.332,345.573,345.674
308817.919,7364.813066,0.003579,82.923,270.363,289.337,353.014,353.064
308895.015,7365.495381,0.003662,82.923,270.362,286.600,0.195,0.194
308972.088,7366.354822,0.003787,82.923,270.361,284.323,6.916,6.864
309049.158,7367.371258,0.003947,82.924,270.360,282.620,13.062,12.960
309126.223,7368.520431,0.004130,82.924,270.359,281.530,18.594,18.444
309203.280,7369.774548,0.004325,82.925,270.358,281.026,23.540,23.342
309280.359,7371.104107,0.004523,82.925,270.357,281.046,27.961,27.719
309357.485,7372.477964,0.004715,82.926,270.356,281.509,31.942,31.657
309434.653,7373.862880,0.004894,82.927,270.355,282.330,35.565,35.240
309511.869,7375.225041,0.005052,82.927,270.355,283.423,38.918,38.555
309589.179,7376.532125,0.005186,82.928,270.354,284.709,42.081,41.684
309666.627,7377.753517,0.005292,82.928,270.354,286.114,45.132,44.703
309743.993,7378.856972,0.005366,82.929,270.354,287.564,48.130,47.673
309821.294,7379.817167,0.005409,82.929,270.354,288.994,51.142,50.661
309898.539,7380.612057,0.005420,82.930,270.354,290.341,54.232,53.729
309975.747,7381.223501,0.005400,82.930,270.354,291.543,57.461,56.940
310052.935,7381.637434,0.005354,82.930,270.354,292.540,60.891,60.356
310130.117,7381.844437,0.005285,82.930,270.354,293.273,64.583,64.036
310207.309,7381.840229,0.005199,82.930,270.354,293.686,68.591,68.037
310283.393,7381.630239,0.005103,82.930,270.353,293.732,72.899,72.341
310360.646,7381.213778,0.005004,82.930,270.353,293.377,77.672,77.112
310437.942,7380.603123,0.004912,82.930,270.353,292.602,82.864,82.306
310515.298,7379.814009,0.004835,82.929,270.353,291.419,88.464,87.910
310592.733,7378.866545,0.004783,82.929,270.353,289.881,94.420,93.874
310670.254,7377.784178,0.004763,82.928,270.353,288.078,100.642,100.106
310747.864,7376.592676,0.004780,82.928,270.352,286.134,107.007,106.482
310825.569,7375.319682,0.004838,82.927,270.352,284.193,113.371,112.861
310903.381,7373.994583,0.004934,82.926,270.352,282.397,119.592,119.100
310981.313,7372.648358,0.005065,82.926,270.351,280.868,125.550,125.077
311059.383,7371.312818,0.005226,82.925,270.350,279.695,131.157,130.705
311137.605,7370.019718,0.005406,82.925,270.349,278.925,136.365,135.937
311215.994,7368.799578,0.005598,82.924,270.348,278.572,141.164,140.761
311294.570,7367.680930,0.005793,82.923,270.347,278.620,145.569,145.193
311373.120,7366.692784,0.005980,82.923,270.346,279.035,149.604,149.256
311451.644,7365.857682,0.006153,82.923,270.345,279.769,153.316,152.998
311530.152,7365.194729,0.006305,82.922,270.344,280.772,156.755,156.469
311608.650,7364.719428,0.006429,82.922,270.343,281.992,159.975,159.722
311687.141,7364.443227,0.006522,82.922,270.342,283.377,163.028,162.809
311765.627,7364.372989,0.006580,82.922,270.340,284.876,165.965,165.781
311844.106,7364.510570,0.006602,82.922,270.339,286.441,168.835,168.688
311922.573,7364.852728,0.006586,82.922,270.338,288.021,171.688,171.578
312001.031,7365.391450,0.006533,82.922,270.337,289.568,174.573,174.502
312079.473,7366.114103,0.006446,82.923,270.335,291.034,177.539,177.507
312157.905,7367.003602,0.006327,82.923,270.334,292.367,180.636,180.644
312236.323,7368.038268,0.006181,82.924,270.333,293.519,183.915,183.963
312314.720,7369.192460,0.006013,82.924,270.332,294.438,187.425,187.515
312393.096,7370.437988,0.005830,82.925,270.331,295.077,191.216,191.346
312471.463,7371.745518,0.005639,82.925,270.331,295.393,195.329,195.501
312549.831,7373.085090,0.005448,82.926,270.330,295.353,199.800,200.013
312628.205,7374.426328,0.005267,82.927,270.329,294.937,204.650,204.902
312706.600,7375.738967,0.005103,82.927,270.329,294.148,209.875,210.167
312785.050,7376.993209,0.004964,82.928,270.328,293.019,215.446,215.777
312863.576,7378.159260,0.004857,82.929,270.328,291.619,221.295,221.663
312941.986,7379.205368,0.004787,82.929,270.328,290.057,227.301,227.705
313020.236,7380.105096,0.004756,82.930,270.328,288.467,233.329,233.767
313098.343,7380.837043,0.004762,82.930,270.327,286.987,239.241,239.711
313176.335,7381.384297,0.004801,82.930,270.327,285.741,244.917,245.416
313254.229,7381.733596,0.004867,82.930,270.327,284.822,250.263,250.789
313332.026,7381.875334,0.004952,82.930,270.327,284.291,255.218,255.767
313409.727,7381.804576,0.005047,82.930,270.327,284.173,259.758,260.328
313481.481,7381.550473,0.005136,82.930,270.327,284.427,263.591,264.177
313559.039,7381.076750,0.005228,82.930,270.327,285.068,267.371,267.969
313636.541,7380.406922,0.005307,82.930,270.327,286.050,270.810,271.418
313714.002,7379.556828,0.005367,82.929,270.327,287.321,273.961,274.574
313791.439,7378.546854,0.005404,82.929,270.327,288.825,276.881,277.495
313868.851,7377.401272,0.005415,82.928,270.327,290.504,279.627,280.239
313946.239,7376.147535,0.005397,82.928,270.326,292.300,282.259,282.863
314023.601,7374.816225,0.005349,82.927,270.326,294.151,284.837,285.429
314101.036,7373.438210,0.005271,82.926,270.325,295.998,287.427,288.003
314178.507,7372.047010,0.005164,82.926,270.324,297.776,290.091,290.646
314255.993,7370.675245,0.005030,82.925,270.324,299.418,292.895,293.425
314333.532,7369.354430,0.004872,82.925,270.323,300.851,295.914,296.415
314411.193,7368.116023,0.004695,82.924,270.322,301.994,299.232,299.700
314488.844,7366.993696,0.004505,82.923,270.321,302.757,302.932,303.364
314566.410,7366.016861,0.004308,82.923,270.320,303.048,307.101,307.494
314643.888,7365.210029,0.004115,82.923,270.318,302.783,311.824,312.175
314721.289,7364.593291,0.003933,82.922,270.317,301.893,317.169,317.475
314798.631,7364.181166,0.003775,82.922,270.316,300.349,323.166,323.425
314875.911,7363.981976,0.003651,82.922,270.315,298.187,329.780,329.990
314953.122,7363.998593,0.003570,82.922,270.313,295.521,336.894,337.055
315029.710,7364.227353,0.003539,82.922,270.312,292.570,344.259,344.369
315106.845,7364.666521,0.003560,82.922,270.311,289.542,351.732,351.791
315183.960,7365.304675,0.003632,82.923,270.310,286.725,358.995,359.002
315261.051,7366.125514,0.003749,82.923,270.309,284.335,5.829,5.786
315338.124,7367.107855,0.003903,82.923,270.307,282.508,12.100,12.006
315415.181,7368.226606,0.004082,82.924,270.306,281.292,17.757,17.615
315492.223,7369.454172,0.004275,82.925,270.305,280.669,22.820,22.631
315569.279,7370.762468,0.004473,82.925,270.305,280.582,27.349,27.114
315646.390,7372.123104,0.004666,82.926,270.304,280.952,31.421,31.143
315723.567,7373.505441,0.004849,82.926,270.303,281.699,35.119,34.801
315800.790,7374.875734,0.005012,82.927,270.303,282.740,38.525,38.169
315878.075,7376.199734,0.005152,82.928,270.302,283.991,41.722,41.330
315955.486,7377.445235,0.005265,82.928,270.302,285.379,44.788,44.364
316032.860,7378.579203,0.005346,82.929,270.301,286.827,47.789,47.336
316110.170,7379.574224,0.005396,82.929,270.301,288.267,50.792,50.314
316187.428,7380.406948,0.005413,82.930,270.301,289.635,53.862,53.362
316264.640,7381.058303,0.005400,82.930,270.301,290.867,57.061,56.543
316341.830,7381.514145,0.005360,82.930,270.301,291.905,60.451,59.918
316419.018,7381.764802,0.005296,82.930,270.301,292.689,64.092,63.547
316496.213,7381.805209,0.005213,82.930,270.301,293.164,68.039,67.486
316568.656,7381.652104,0.005125,82.930,270.301,293.284,72.065,71.507
316645.904,7381.290601,0.005028,82.930,270.301,293.030,76.738,76.178
316723.202,7380.734574,0.004934,82.930,270.301,292.362,81.824,81.264
316800.558,7379.998367,0.004854,82.929,270.301,291.288,87.315,86.760
316877.980,7379.099985,0.004796,82.929,270.301,289.847,93.174,92.625
316955.481,7378.060784,0.004768,82.928,270.300,288.119,99.321,98.781
317033.068,7376.905148,0.004777,82.928,270.300,286.218,105.643,105.115
317110.746,7375.659954,0.004824,82.927,270.300,284.281,112.001,111.488
317188.528,7374.354033,0.004910,82.926,270.299,282.452,118.255,117.758
317266.431,7373.017799,0.005033,82.926,270.298,280.859,124.275,123.798
317344.463,7371.682816,0.005186,82.925,270.298,279.599,129.967,129.510
317422.636,7370.380792,0.005361,82.924,270.297,278.731,135.272,134.838
317500.975,7369.142574,0.005551,82.924,270.296,278.277,140.170,139.761
317579.507,7367.997371,0.005745,82.923,270.295,278.227,144.671,144.289
317658.073,7366.974250,0.005934,82.923,270.294,278.553,148.796,148.442
317736.610,7366.097247,0.006111,82.922,270.292,279.210,152.586,152.262
317815.123,7365.386309,0.006268,82.922,270.291,280.147,156.091,155.799
317893.625,7364.857870,0.006400,82.922,270.290,281.314,159.365,159.106
317972.123,7364.524172,0.006501,82.921,270.289,282.658,162.459,162.234
318050.609,7364.392904,0.006569,82.921,270.287,284.130,165.424,165.234
318120.348,7364.448871,0.006599,82.921,270.286,285.505,167.991,167.833
318190.753,7364.669592,0.006600,82.921,270.285,286.920,170.553,170.429
318269.230,7365.105191,0.006565,82.922,270.284,288.488,173.419,173.332
318347.679,7365.730241,0.006495,82.922,270.283,289.998,176.341,176.293
318426.102,7366.529911,0.006392,82.922,270.282,291.402,179.367,179.359
318504.516,7367.486293,0.006259,82.923,270.280,292.650,182.548,182.580
318582.932,7368.578020,0.006101,82.923,270.279,293.693,185.936,186.008
