"Time (EpSec)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
166871.863,7365.105860,0.006591,82.920,271.553,292.892,168.407,168.255
166950.285,7365.712813,0.006539,82.921,271.552,294.438,171.291,171.177
167028.708,7366.492677,0.006453,82.921,271.551,295.907,174.252,174.178
167107.134,7367.428907,0.006336,82.922,271.549,297.250,177.339,177.305
167185.549,7368.500363,0.006192,82.922,271.548,298.419,180.600,180.607
167263.950,7369.682195,0.006027,82.923,271.547,299.362,184.086,184.135
167342.355,7370.947098,0.005846,82.923,271.546,300.032,187.846,187.938
167420.772,7372.265266,0.005657,82.924,271.546,300.385,191.925,192.059
167499.184,7373.604300,0.005469,82.925,271.545,300.385,196.357,196.534
167577.585,7374.931023,0.005290,82.925,271.544,300.016,201.159,201.378
167656.014,7376.214039,0.005129,82.926,271.544,299.284,206.328,206.589
167734.526,7377.424262,0.004992,82.927,271.544,298.224,211.831,212.134
167813.074,7378.532702,0.004888,82.927,271.543,296.905,217.597,217.940
167891.484,7379.510311,0.004820,82.928,271.543,295.435,223.509,223.890
167969.745,7380.332990,0.004790,82.928,271.543,293.942,229.438,229.856
168047.862,7380.980915,0.004797,82.929,271.543,292.559,235.252,235.704
168125.863,7381.439560,0.004837,82.929,271.543,291.405,240.833,241.318
168200.363,7381.692124,0.004898,82.929,271.543,290.598,245.871,246.384
168278.188,7381.756530,0.004981,82.929,271.543,290.118,250.774,251.313
168355.935,7381.615763,0.005075,82.929,271.543,290.031,255.282,255.845
168433.614,7381.273237,0.005170,82.929,271.543,290.333,259.402,259.984
168511.240,7380.736495,0.005261,82.929,271.543,290.997,263.158,263.757
168588.814,7380.016958,0.005340,82.928,271.543,291.986,266.591,267.202
168666.336,7379.130024,0.005402,82.928,271.542,293.253,269.746,270.365
168743.820,7378.095256,0.005442,82.928,271.542,294.748,272.675,273.298
168821.292,7376.936160,0.005457,82.927,271.542,296.416,275.434,276.056
168898.766,7375.679512,0.005443,82.926,271.541,298.201,278.078,278.695
168976.246,7374.354267,0.005401,82.926,271.541,300.047,280.666,281.273
169053.722,7372.991184,0.005329,82.925,271.540,301.894,283.254,283.848
169131.227,7371.621821,0.005229,82.925,271.540,303.683,285.907,286.483
169208.791,7370.279001,0.005101,82.924,271.539,305.344,288.693,289.246
169286.434,7368.995939,0.004950,82.923,271.538,306.806,291.686,292.212
169364.181,7367.804659,0.004778,82.923,271.537,307.989,294.967,295.463
169441.860,7366.737335,0.004592,82.922,271.536,308.806,298.613,299.074
169519.433,7365.819663,0.004400,82.922,271.535,309.174,302.704,303.128
169596.909,7365.072266,0.004208,82.921,271.533,309.013,307.321,307.704
169674.295,7364.512056,0.004027,82.921,271.532,308.256,312.531,312.870
169751.607,7364.152826,0.003866,82.921,271.531,306.865,318.372,318.665
169828.868,7364.004970,0.003736,82.921,271.530,304.854,324.832,325.078
169890.982,7364.043517,0.003660,82.921,271.529,302.844,330.420,330.626
169954.660,7364.229370,0.003615,82.921,271.528,300.517,336.416,336.582
170031.818,7364.649673,0.003608,82.921,271.526,297.521,343.859,343.974
170108.946,7365.274553,0.003653,82.922,271.525,294.583,351.243,351.306
170186.051,7366.089014,0.003749,82.922,271.524,291.952,358.318,358.331
170263.134,7367.072546,0.003885,82.922,271.523,289.813,4.902,4.864
170340.198,7368.199848,0.004054,82.923,271.522,288.262,10.895,10.808
170417.253,7369.442167,0.004243,82.924,271.521,287.318,16.282,16.146
170494.318,7370.768628,0.004441,82.924,271.520,286.942,21.101,20.918
170571.412,7372.146872,0.004639,82.925,271.519,287.064,25.422,25.194
170648.546,7373.543276,0.004828,82.925,271.518,287.601,29.330,29.060
170725.729,7374.923657,0.005001,82.926,271.518,288.465,32.912,32.601
170802.985,7376.254704,0.005151,82.927,271.517,289.574,36.252,35.904
170880.363,7377.505191,0.005275,82.927,271.517,290.850,39.430,39.048
170957.703,7378.642916,0.005368,82.928,271.517,292.216,42.514,42.100
171034.970,7379.640691,0.005429,82.928,271.516,293.604,45.570,45.127
171112.175,7380.475352,0.005458,82.929,271.516,294.947,48.665,48.197
171189.334,7381.127940,0.005455,82.929,271.516,296.183,51.862,51.371
171257.841,7381.542954,0.005428,82.929,271.516,297.142,54.837,54.329
171327.477,7381.797769,0.005379,82.930,271.516,297.936,58.039,57.517
171404.601,7381.877074,0.005303,82.930,271.516,298.549,61.848,61.314
171481.732,7381.741506,0.005211,82.930,271.516,298.827,65.989,65.445
171555.064,7381.417762,0.005115,82.930,271.516,298.739,70.276,69.725
171632.287,7380.881695,0.005015,82.929,271.516,298.246,75.188,74.633
171709.570,7380.159202,0.004922,82.929,271.516,297.331,80.521,79.965
171786.908,7379.267991,0.004848,82.929,271.516,296.016,86.255,85.701
171864.312,7378.229701,0.004800,82.928,271.516,294.358,92.331,91.781
171941.805,7377.070123,0.004786,82.928,271.515,292.459,98.649,98.107
172019.404,7375.818494,0.004812,82.927,271.515,290.454,105.077,104.544
172097.119,7374.505845,0.004878,82.926,271.515,288.492,111.464,110.943
172174.955,7373.163449,0.004982,82.926,271.514,286.715,117.670,117.164
172252.920,7371.821898,0.005120,82.925,271.513,285.234,123.583,123.093
172331.026,7370.510970,0.005285,82.925,271.513,284.127,129.128,128.657
172409.294,7369.259643,0.005469,82.924,271.512,283.429,134.269,133.818
172487.735,7368.096386,0.005662,82.923,271.511,283.148,138.999,138.572
172566.232,7367.050593,0.005856,82.923,271.510,283.265,143.333,142.931
172644.709,7366.149440,0.006041,82.923,271.509,283.744,147.301,146.925
172723.187,7365.416348,0.006209,82.922,271.507,284.538,150.950,150.604
172801.680,7364.870244,0.006354,82.922,271.506,285.595,154.336,154.019
172880.175,7364.523759,0.006470,82.922,271.505,286.860,157.512,157.227
172958.650,7364.383116,0.006553,82.922,271.504,288.278,160.532,160.280
173037.105,7364.449412,0.006601,82.922,271.502,289.796,163.448,163.232
173111.825,7364.702082,0.006613,82.922,271.501,291.292,166.175,165.993
173190.273,7365.159008,0.006589,82.922,271.500,292.867,169.033,168.888
173268.700,7365.800320,0.006530,82.922,271.499,294.401,171.929,171.824
173347.113,7366.610671,0.006438,82.923,271.497,295.846,174.913,174.847
173425.519,7367.572011,0.006316,82.923,271.496,297.157,178.032,178.007
173503.922,7368.663491,0.006167,82.924,271.495,298.284,181.334,181.350
173582.329,7369.861186,0.005999,82.924,271.494,299.178,184.869,184.928
173660.747,7371.137690,0.005816,82.925,271.493,299.791,188.687,188.788
173739.156,7372.461760,0.005626,82.926,271.493,300.080,192.829,192.973
173817.539,7373.800351,0.005439,82.926,271.492,300.014,197.326,197.513
173895.935,7375.122091,0.005263,82.927,271.491,299.579,202.195,202.423
173974.405,7376.397813,0.005105,82.928,271.491,298.784,207.429,207.699
174052.948,7377.598140,0.004973,82.928,271.491,297.668,212.990,213.302
174131.498,7378.692948,0.004874,82.929,271.490,296.307,218.799,219.150
174209.879,7379.652813,0.004812,82.929,271.490,294.814,224.733,225.122
174288.100,7380.455030,0.004789,82.930,271.490,293.320,230.661,231.087
174366.201,7381.081192,0.004801,82.930,271.490,291.955,236.456,236.916
174444.199,7381.516330,0.004846,82.930,271.490,290.836,242.003,242.494
174522.089,7381.750101,0.004915,82.930,271.490,290.049,247.215,247.735
174599.888,7381.778022,0.005001,82.930,271.490,289.642,252.043,252.589
174677.625,7381.600380,0.005096,82.930,271.490,289.632,256.476,257.044
174755.301,7381.220741,0.005193,82.930,271.490,290.009,260.521,261.108
174832.903,7380.646282,0.005282,82.930,271.490,290.745,264.205,264.808
174910.446,7379.888842,0.005359,82.930,271.490,291.801,267.570,268.184
174987.956,7378.965178,0.005417,82.929,271.490,293.128,270.666,271.287
175065.436,7377.896480,0.005453,82.929,271.489,294.672,273.546,274.169
175142.887,7376.707697,0.005462,82.928,271.489,296.379,276.265,276.887
175220.343,7375.426893,0.005442,82.927,271.489,298.190,278.884,279.499
175297.822,7374.085025,0.005393,82.927,271.488,300.046,281.462,282.067
175375.324,7372.714201,0.005314,82.926,271.487,301.886,284.060,284.650
175452.842,7371.346403,0.005207,82.925,271.487,303.649,286.740,287.310
175530.404,7370.013082,0.005073,82.925,271.486,305.269,289.568,290.116
175608.057,7368.745903,0.004917,82.924,271.485,306.672,292.622,293.141
175685.808,7367.576782,0.004741,82.924,271.484,307.777,295.981,296.469
175763.462,7366.537686,0.004553,82.923,271.483,308.498,299.723,300.175
175841.021,7365.652905,0.004360,82.923,271.481,308.750,303.929,304.343
175918.482,7364.942297,0.004170,82.922,271.480,308.459,308.676,309.049
175995.854,7364.421682,0.003992,82.922,271.479,307.562,314.025,314.354
176073.155,7364.103217,0.003838,82.922,271.478,306.034,320.004,320.286
176150.399,7363.995276,0.003716,82.922,271.476,303.904,326.582,326.816
176227.595,7364.102187,0.003636,82.922,271.475,301.279,333.654,333.839
176304.759,7364.423973,0.003607,82.922,271.474,298.349,341.032,341.166
176381.905,7364.955417,0.003630,82.922,271.472,295.362,348.465,348.548
176459.028,7365.684601,0.003705,82.923,271.471,292.582,355.691,355.723
176536.112,7366.592866,0.003825,82.923,271.470,290.224,2.492,2.473
176613.167,7367.657068,0.003982,82.924,271.469,288.424,8.735,8.666
176690.225,7368.851509,0.004164,82.924,271.468,287.229,14.373,14.255
176767.302,7370.147621,0.004360,82.925,271.467,286.626,19.420,19.254
176844.390,7371.513350,0.004560,82.926,271.466,286.556,23.933,23.721
176921.497,7372.914474,0.004755,82.926,271.465,286.942,27.991,27.736
176998.652,7374.316253,0.004936,82.927,271.465,287.695,31.683,31.387
177075.881,7375.684277,0.005097,82.928,271.464,288.729,35.096,34.762
177153.209,7376.985212,0.005233,82.928,271.464,289.964,38.314,37.943
177230.598,7378.186227,0.005340,82.929,271.464,291.322,41.410,41.007
177307.895,7379.255166,0.005415,82.929,271.463,292.727,44.452,44.018
177385.115,7380.165883,0.005456,82.930,271.463,294.110,47.508,47.048
177462.272,7380.897045,0.005465,82.930,271.463,295.405,50.646,50.163
177539.395,7381.433677,0.005444,82.930,271.463,296.551,53.930,53.427
177615.629,7381.763836,0.005396,82.931,271.463,297.479,57.377,56.857
177692.776,7381.889804,0.005324,82.931,271.463,298.156,61.125,60.592
177769.938,7381.804254,0.005236,82.931,271.463,298.513,65.189,64.645
177841.640,7381.536940,0.005144,82.931,271.463,298.517,69.292,68.741
177918.846,7381.053755,0.005042,82.930,271.463,298.131,74.096,73.541
177996.104,7380.379821,0.004947,82.930,271.463,297.324,79.321,78.764
178073.426,7379.531811,0.004867,82.930,271.463,296.108,84.955,84.400
178150.817,7378.530603,0.004812,82.929,271.462,294.531,90.950,90.398
178228.291,7377.400928,0.004789,82.929,271.462,292.685,97.216,96.671
178305.864,7376.170858,0.004804,82.928,271.462,290.695,103.627,103.091
178383.549,7374.870705,0.004860,82.928,271.461,288.710,110.036,109.513
178461.356,7373.531594,0.004955,82.927,271.461,286.874,116.300,115.790
178539.286,7372.184517,0.005086,82.926,271.460,285.309,122.296,121.803
178617.347,7370.859796,0.005245,82.926,271.459,284.101,127.939,127.464
178695.563,7369.587147,0.005425,82.925,271.459,283.299,133.183,132.728
178773.965,7368.395726,0.005617,82.925,271.458,282.915,138.015,137.583
178852.484,7367.314854,0.005811,82.924,271.457,282.936,142.446,142.039
178930.983,7366.372082,0.005999,82.924,271.455,283.328,146.502,146.121
179009.465,7365.590067,0.006172,82.923,271.454,284.046,150.229,149.876
179087.941,7364.988133,0.006324,82.923,271.453,285.038,153.679,153.356
179166.421,7364.581197,0.006449,82.923,271.452,286.251,156.906,156.615
179244.900,7364.378809,0.006541,82.923,271.451,287.633,159.963,159.705
179323.366,7364.384997,0.006599,82.923,271.449,289.130,162.901,162.678
179401.251,7364.596422,0.006619,82.923,271.448,290.681,165.752,165.565
179479.705,7365.010286,0.006604,82.923,271.447,292.260,168.606,168.456
179558.157,7365.614773,0.006551,82.923,271.446,293.807,171.491,171.380
179636.584,7366.393997,0.006465,82.923,271.444,295.273,174.455,174.383
179714.992,7367.328761,0.006348,82.924,271.443,296.612,177.546,177.514
179793.392,7368.397377,0.006204,82.924,271.442,297.774,180.811,180.822
179871.792,7369.575720,0.006038,82.925,271.441,298.713,184.302,184.354
179950.191,7370.836893,0.005858,82.926,271.441,299.381,188.064,188.158
180028.587,7372.151489,0.005669,82.926,271.440,299.734,192.141,192.278
180106.982,7373.488537,0.005481,82.927,271.439,299.738,196.568,196.748
180185.391,7374.816854,0.005301,82.927,271.439,299.375,201.365,201.587
180263.835,7376.105847,0.005139,82.928,271.438,298.648,206.530,206.794
180342.329,7377.325732,0.005001,82.929,271.438,297.589,212.031,212.336
180420.897,7378.448000,0.004895,82.929,271.437,296.267,217.802,218.147
180499.307,7379.442563,0.004825,82.930,271.437,294.786,223.725,224.108
180577.572,7380.285733,0.004794,82.930,271.437,293.273,229.674,230.094
180655.706,7380.956944,0.004799,82.930,271.437,291.863,235.516,235.970
180733.719,7381.439618,0.004837,82.931,271.437,290.676,241.130,241.617
180810.794,7381.720118,0.004901,82.931,271.437,289.816,246.369,246.884
180888.611,7381.797889,0.004985,82.931,271.437,289.320,251.287,251.829
180966.351,7381.666984,0.005079,82.931,271.437,289.224,255.805,256.369
181044.019,7381.330406,0.005176,82.930,271.437,289.523,259.927,260.511
181121.626,7380.796038,0.005268,82.930,271.437,290.190,263.680,264.280
181199.185,7380.076377,0.005347,82.930,271.437,291.184,267.107,267.719
181276.705,7379.188018,0.005409,82.929,271.437,292.457,270.256,270.876
181354.192,7378.151215,0.005449,82.929,271.436,293.957,273.181,273.804
181431.657,7376.989594,0.005463,82.928,271.436,295.628,275.936,276.558
181509.114,7375.729892,0.005450,82.928,271.436,297.415,278.578,279.195
181586.586,7374.401286,0.005406,82.927,271.435,299.261,281.165,281.772
181664.064,7373.035307,0.005334,82.926,271.435,301.106,283.757,284.350
181741.576,7371.663749,0.005232,82.926,271.434,302.888,286.417,286.992
181819.129,7370.318995,0.005104,82.925,271.433,304.541,289.212,289.763
181896.743,7369.033192,0.004951,82.924,271.432,305.993,292.213,292.738
181974.473,7367.837639,0.004779,82.924,271.431,307.165,295.504,295.998
182052.142,7366.765277,0.004593,82.923,271.430,307.971,299.161,299.620
182129.719,7365.842551,0.004400,82.923,271.429,308.324,303.267,303.688
182207.204,7365.090781,0.004208,82.923,271.428,308.146,307.902,308.282
182284.598,7364.527070,0.004028,82.922,271.426,307.371,313.130,313.466
182361.919,7364.164363,0.003868,82.922,271.425,305.966,318.986,319.276
182439.184,7364.011005,0.003739,82.922,271.424,303.951,325.451,325.694
182516.392,7364.070604,0.003650,82.922,271.422,301.417,332.433,332.626
182586.287,7364.308147,0.003612,82.922,271.421,298.819,339.058,339.206
182663.420,7364.769449,0.003619,82.922,271.420,295.833,346.490,346.586
182740.540,7365.431239,0.003679,82.923,271.418,292.975,353.793,353.839
182817.639,7366.278489,0.003786,82.923,271.417,290.479,0.734,0.729
182894.716,7367.290154,0.003932,82.924,271.416,288.506,7.151,7.095
182971.784,7368.440694,0.004107,82.924,271.415,287.131,12.970,12.865
183048.844,7369.700979,0.004299,82.925,271.414,286.354,18.189,18.036
183125.898,7371.039748,0.004498,82.925,271.413,286.128,22.857,22.657
183202.981,7372.425640,0.004695,82.926,271.413,286.378,27.049,26.805
183280.137,7373.827198,0.004881,82.927,271.412,287.022,30.851,30.565
183357.367,7375.211086,0.005049,82.927,271.411,287.976,34.346,34.020
183434.656,7376.542507,0.005195,82.928,271.411,289.159,37.613,37.251
183512.049,7377.788197,0.005312,82.929,271.411,290.493,40.734,40.338
183589.363,7378.914006,0.005398,82.929,271.410,291.900,43.775,43.348
183666.603,7379.892592,0.005451,82.929,271.410,293.311,46.805,46.351
183743.798,7380.700383,0.005471,82.930,271.410,294.659,49.894,49.415
183820.952,7381.317718,0.005460,82.930,271.410,295.880,53.105,52.605
183898.077,7381.730387,0.005419,82.930,271.410,296.909,56.502,55.985
183970.196,7381.923563,0.005359,82.930,271.410,297.646,59.902,59.372
184047.324,7381.921143,0.005274,82.930,271.410,298.138,63.832,63.290
184123.755,7381.707992,0.005178,82.930,271.410,298.274,68.074,67.524
184200.958,7381.287139,0.005076,82.930,271.410,298.017,72.749,72.194
184278.213,7380.670947,0.004976,82.930,271.410,297.342,77.843,77.286
184355.519,7379.874674,0.004890,82.930,271.410,296.248,83.355,82.799
184432.885,7378.917763,0.004826,82.929,271.410,294.772,89.248,88.695
184510.335,7377.823898,0.004792,82.929,271.409,292.994,95.445,94.899
184587.884,7376.620392,0.004795,82.928,271.409,291.030,101.831,101.292
184665.537,7375.336793,0.004838,82.928,271.409,289.023,108.261,107.734
184743.302,7374.003602,0.004921,82.927,271.408,287.121,114.589,114.075
184821.195,7372.651551,0.005041,82.926,271.407,285.455,120.685,120.187
184899.220,7371.311491,0.005192,82.926,271.407,284.125,126.449,125.970
184977.380,7370.013943,0.005367,82.925,271.406,283.190,131.823,131.364
185055.706,7368.788604,0.005556,82.925,271.405,282.674,136.784,136.347
185134.234,7367.664451,0.005751,82.924,271.404,282.571,141.340,140.927
185212.743,7366.671873,0.005942,82.924,271.403,282.854,145.507,145.120
185291.242,7365.834216,0.006121,82.923,271.402,283.477,149.329,148.970
185369.730,7365.171001,0.006280,82.923,271.401,284.391,152.859,152.529
185448.209,7364.697419,0.006413,82.923,271.399,285.542,156.149,155.850
185526.683,7364.423973,0.006516,82.923,271.398,286.876,159.253,158.987
185605.149,7364.356323,0.006585,82.922,271.397,288.342,162.224,161.992
185683.606,7364.495409,0.006619,82.923,271.396,289.889,165.111,164.915
185762.058,7364.837633,0.006615,82.923,271.394,291.469,167.964,167.805
185840.540,7365.374926,0.006574,82.923,271.393,293.033,170.833,170.713
185918.976,7366.093578,0.006499,82.923,271.392,294.533,173.764,173.683
185997.398,7366.976248,0.006391,82.924,271.391,295.921,176.806,176.765
186075.810,7368.001926,0.006255,82.924,271.390,297.148,180.009,180.009
186154.215,7369.146525,0.006095,82.925,271.389,298.165,183.421,183.463
186232.610,7370.383120,0.005918,82.925,271.388,298.925,187.090,187.174
186310.998,7371.682719,0.005731,82.926,271.388,299.382,191.062,191.189
186389.394,7373.015135,0.005542,82.926,271.387,299.501,195.375,195.544
186467.806,7374.349252,0.005359,82.927,271.386,299.256,200.053,200.264
186546.235,7375.653580,0.005190,82.927,271.386,298.644,205.101,205.354
186624.700,7376.897512,0.005043,82.928,271.386,297.688,210.497,210.791
186703.236,7378.052120,0.004927,82.928,271.385,296.446,216.186,216.520
186781.682,7379.087975,0.004845,82.929,271.385,295.012,222.064,222.436
186859.987,7379.980528,0.004801,82.929,271.385,293.506,228.008,228.417
186938.164,7380.709322,0.004794,82.930,271.385,292.059,233.888,234.333
187016.223,7381.257230,0.004821,82.930,271.385,290.796,239.581,240.058
187094.175,7381.610673,0.004877,82.930,271.385,289.819,244.984,245.491
187172.025,7381.760074,0.004955,82.930,271.385,289.201,250.026,250.560
187249.783,7381.700831,0.005045,82.930,271.385,288.977,254.671,255.229
187323.707,7381.451484,0.005136,82.930,271.385,289.136,258.720,259.297
187401.333,7380.992372,0.005230,82.929,271.385,289.673,262.604,263.198
187478.906,7380.341555,0.005313,82.929,271.385,290.554,266.143,266.751
187556.427,7379.513840,0.005381,82.929,271.385,291.735,269.384,270.000
187633.914,7378.528386,0.005428,82.928,271.384,293.163,272.379,273.000
187711.388,7377.408309,0.005451,82.928,271.384,294.783,275.185,275.807
187788.847,7376.180098,0.005446,82.927,271.384,296.538,277.858,278.475
187866.336,7374.872048,0.005412,82.926,271.383,298.372,280.457,281.066
187943.791,7373.516889,0.005348,82.926,271.383,300.223,283.040,283.637
188021.305,7372.146246,0.005256,82.925,271.382,302.030,285.674,286.253
188098.877,7370.792757,0.005136,82.925,271.381,303.729,288.423,288.980
188176.473,7369.487699,0.004991,82.924,271.380,305.251,291.352,291.884
188254.123,7368.260272,0.004825,82.923,271.379,306.524,294.537,295.039
188331.796,7367.141046,0.004643,82.923,271.378,307.465,298.058,298.527
188409.372,7366.160851,0.004451,82.922,271.377,307.983,301.999,302.431
188486.887,7365.344672,0.004258,82.922,271.376,307.992,306.448,306.840
188564.330,7364.712957,0.004072,82.922,271.375,307.417,311.478,311.827
188641.691,7364.280835,0.003904,82.921,271.373,306.213,317.135,317.439
188718.983,7364.058151,0.003764,82.921,271.372,304.379,323.419,323.676
188796.220,7364.049429,0.003662,82.921,271.371,301.988,330.260,330.468
188873.202,7364.253266,0.003607,82.921,271.369,299.198,337.485,337.643
188950.339,7364.665827,0.003602,82.922,271.368,296.219,344.910,345.017
189027.450,7365.277917,0.003650,82.922,271.367,293.312,352.261,352.317
189104.542,7366.075738,0.003746,82.922,271.365,290.719,359.299,359.304
189181.614,7367.040286,0.003882,82.923,271.364,288.614,5.847,5.802
189258.679,7368.148212,0.004050,82.923,271.363,287.092,11.812,11.717
189335.752,7369.372396,0.004238,82.924,271.362,286.170,17.177,17.034
189412.823,7370.682171,0.004435,82.925,271.361,285.810,21.980,21.790
189489.894,7372.045421,0.004631,82.925,271.360,285.943,26.289,26.055
189567.005,7373.430954,0.004819,82.926,271.360,286.486,30.189,29.912
189644.200,7374.808345,0.004992,82.926,271.359,287.357,33.765,33.448
189721.488,7376.146223,0.005143,82.927,271.359,288.478,37.095,36.740
189798.873,7377.412322,0.005267,82.928,271.358,289.772,40.255,39.866
189876.252,7378.573057,0.005362,82.928,271.358,291.164,43.315,42.895
189953.528,7379.597574,0.005425,82.929,271.358,292.582,46.341,45.893
190030.735,7380.460631,0.005455,82.929,271.358,293.958,49.403,48.930
190107.896,7381.141162,0.005453,82.929,271.358,295.227,52.566,52.071
190185.033,7381.622964,0.005420,82.929,271.358,296.325,55.896,55.383
190259.878,7381.889637,0.005364,82.929,271.358,297.169,59.346,58.818
190337.019,7381.950807,0.005284,82.929,271.358,297.751,63.186,62.647
190414.169,7381.793733,0.005189,82.929,271.358,297.985,67.372,66.824
190491.339,7381.423595,0.005087,82.929,271.358,297.824,71.951,71.397
190568.559,7380.852000,0.004986,82.929,271.358,297.241,76.951,76.395
190645.851,7380.095682,0.004896,82.928,271.357,296.234,82.375,81.819
190723.222,7379.175058,0.004826,82.928,271.357,294.835,88.192,87.640
190800.675,7378.113216,0.004785,82.927,271.357,293.115,94.333,93.786
190878.213,7376.935490,0.004779,82.927,271.357,291.180,100.688,100.150
190955.840,7375.669350,0.004813,82.926,271.356,289.168,107.123,106.595
191033.571,7374.344180,0.004887,82.926,271.356,287.226,113.489,112.975
191111.426,7372.990976,0.005000,82.925,271.355,285.493,119.651,119.152
191189.415,7371.641760,0.005145,82.924,271.354,284.080,125.497,125.016
191267.543,7370.328586,0.005316,82.923,271.354,283.055,130.959,130.498
191345.833,7369.082534,0.005503,82.923,271.353,282.453,136.005,135.565
191424.322,7367.933217,0.005698,82.922,271.352,282.271,140.638,140.223
191502.846,7366.910604,0.005891,82.922,271.350,282.483,144.877,144.487
191581.354,7366.039012,0.006072,82.921,271.349,283.047,148.760,148.398
191659.847,7365.337993,0.006236,82.921,271.348,283.911,152.340,152.007
191738.327,7364.822836,0.006374,82.921,271.347,285.022,155.670,155.368
191816.799,7364.504232,0.006484,82.921,271.346,286.326,158.805,158.535
191895.262,7364.388213,0.006561,82.921,271.344,287.771,161.797,161.561
191962.557,7364.451360,0.006598,82.921,271.343,289.085,164.286,164.081
192030.785,7364.667072,0.006609,82.921,271.342,290.455,166.772,166.598
192109.232,7365.098358,0.006587,82.921,271.341,292.036,169.623,169.486
192187.662,7365.715725,0.006530,82.921,271.340,293.580,172.511,172.413
192266.082,7366.505427,0.006439,82.922,271.339,295.038,175.482,175.424
192344.502,7367.450327,0.006318,82.922,271.338,296.363,178.587,178.569
192422.919,7368.529333,0.006170,82.922,271.337,297.506,181.873,181.897
192501.329,7369.717416,0.006002,82.923,271.336,298.417,185.393,185.458
192579.736,7370.986297,0.005819,82.924,271.335,299.047,189.193,189.300
192658.139,7372.305140,0.005629,82.924,271.334,299.355,193.316,193.465
192736.530,7373.641744,0.005441,82.925,271.334,299.308,197.794,197.986
192814.925,7374.964670,0.005264,82.925,271.333,298.893,202.643,202.876
192893.371,7376.244402,0.005104,82.926,271.333,298.117,207.857,208.132
192971.890,7377.452179,0.004971,82.927,271.332,297.018,213.401,213.716
193050.435,7378.559085,0.004869,82.927,271.332,295.668,219.199,219.553
193128.825,7379.536516,0.004805,82.928,271.332,294.176,225.132,225.523
193207.067,7380.361774,0.004778,82.928,271.332,292.670,231.074,231.501
193285.187,7381.015117,0.004787,82.928,271.332,291.282,236.894,237.355
193363.192,7381.479174,0.004829,82.929,271.332,290.131,242.474,242.965
193439.579,7381.737619,0.004896,82.929,271.332,289.322,247.621,248.141
193517.358,7381.793812,0.004981,82.929,271.332,288.880,252.485,253.030
193595.075,7381.640025,0.005076,82.929,271.332,288.841,256.945,257.512
193672.742,7381.279874,0.005172,82.929,271.332,289.197,261.010,261.596
193750.340,7380.720603,0.005262,82.928,271.332,289.921,264.708,265.308
193827.867,7379.974053,0.005339,82.928,271.331,290.971,268.078,268.689
193905.356,7379.057401,0.005398,82.928,271.331,292.298,271.172,271.791
193982.831,7377.992776,0.005433,82.927,271.331,293.847,274.048,274.669
194060.290,7376.806024,0.005442,82.927,271.331,295.558,276.763,277.382
194137.735,7375.525545,0.005423,82.926,271.330,297.376,279.375,279.988
194215.187,7374.181896,0.005373,82.925,271.330,299.239,281.945,282.547
194292.665,7372.807624,0.005294,82.925,271.329,301.087,284.534,285.121
194370.185,7371.436081,0.005186,82.924,271.328,302.856,287.209,287.776
194447.766,7370.099882,0.005053,82.923,271.328,304.477,290.037,290.580
194525.427,7368.829949,0.004896,82.923,271.327,305.880,293.091,293.606
194603.178,7367.655495,0.004720,82.922,271.326,306.987,296.449,296.933
194680.808,7366.607269,0.004532,82.922,271.325,307.712,300.185,300.633
194758.331,7365.710961,0.004339,82.921,271.323,307.968,304.386,304.796
194835.779,7364.989949,0.004148,82.921,271.322,307.671,309.138,309.506
194913.174,7364.463639,0.003970,82.921,271.321,306.755,314.508,314.831
194990.515,7364.145643,0.003816,82.921,271.319,305.196,320.520,320.797
195067.793,7364.043049,0.003696,82.920,271.318,303.032,327.134,327.363
195145.008,7364.156949,0.003620,82.921,271.317,300.384,334.230,334.410
195220.500,7364.474000,0.003593,82.921,271.315,297.515,341.450,341.580
195297.624,7364.999638,0.003617,82.921,271.314,294.544,348.866,348.946
195374.715,7365.715947,0.003692,82.921,271.313,291.786,356.068,356.097
195451.784,7366.605769,0.003811,82.922,271.312,289.446,2.851,2.829
195528.849,7367.648219,0.003965,82.922,271.310,287.655,9.085,9.013
195605.918,7368.818275,0.004144,82.923,271.309,286.461,14.722,14.602
195682.987,7370.086812,0.004337,82.923,271.308,285.850,19.776,19.608
195760.059,7371.422097,0.004534,82.924,271.308,285.763,24.304,24.091
195837.158,7372.791839,0.004726,82.925,271.307,286.124,28.387,28.130
195914.310,7374.164065,0.004904,82.925,271.306,286.846,32.110,31.812
195991.534,7375.507247,0.005064,82.926,271.306,287.848,35.556,35.219
196068.857,7376.790541,0.005199,82.927,271.305,289.051,38.804,38.431
196146.275,7377.983397,0.005307,82.927,271.305,290.383,41.927,41.522
196223.598,7379.054519,0.005384,82.928,271.305,291.771,44.987,44.552
196300.848,7379.979257,0.005429,82.928,271.305,293.147,48.052,47.590
196378.048,7380.736506,0.005442,82.929,271.304,294.451,51.184,50.699
196455.222,7381.308195,0.005425,82.929,271.304,295.619,54.447,53.943
196532.378,7381.678837,0.005379,82.929,271.304,296.589,57.905,57.384
196609.511,7381.837117,0.005310,82.929,271.304,297.295,61.622,61.088
196686.635,7381.778531,0.005223,82.929,271.304,297.679,65.658,65.113
